QueryNumber;DocNumber;DocVotes
42;731;0001
42;763;0001
42;764;0001
42;770;0001
42;822;0001
42;837;0001
42;888;0001
42;931;1011
42;944;0001
42;1000;0001
42;1033;0001
42;1040;0001
42;1085;1011
42;1093;0001
42;1187;0001
42;1192;0001
42;1232;0001
42;1234;1001
43;3;0100
43;4;0100
43;28;0100
43;54;1121
43;65;0100
43;66;2221
43;91;0100
43;94;0100
43;119;0012
43;124;1212
43;125;2222
43;135;0001
43;137;0002
43;140;2222
43;147;0010
43;172;2222
43;173;1220
43;199;0001
43;221;0001
43;261;1100
43;294;0100
43;301;0001
43;302;1100
43;303;2120
43;307;0001
43;308;0100
43;311;0100
43;324;0100
43;334;0100
43;361;0100
43;370;1112
43;386;1000
43;392;0011
43;404;0100
43;418;2212
43;430;0001
43;440;2222
43;441;2222
43;461;1210
43;471;0001
43;484;0110
43;490;0001
43;493;0001
43;504;2222
43;505;0001
43;522;0101
43;526;1100
43;527;0100
43;560;0100
43;562;0100
43;563;0001
43;568;2222
43;570;0001
43;571;0001
43;575;0001
43;636;1000
43;655;0010
43;693;0001
43;694;0100
43;707;0001
43;714;1100
43;733;0001
43;737;0001
43;741;0001
43;758;0001
43;793;0100
43;795;0100
43;817;0100
43;818;0100
43;864;0001
43;889;0001
43;891;0011
43;913;0100
43;916;0100
43;918;1011
43;921;1102
43;944;0001
43;958;1002
43;960;2222
43;966;1001
43;967;1001
43;975;0002
43;982;0001
43;997;0010
43;1000;0002
43;1080;0001
43;1093;0001
43;1094;0001
43;1121;0001
43;1156;0001
43;1167;0011
43;1172;0011
43;1184;0010
43;1185;0001
43;1199;1002
43;1200;2211
43;1209;0001
43;1216;0010
44;44;2222
44;45;1000
44;53;2222
44;67;1211
44;72;2112
44;74;2222
44;83;1001
44;84;1112
44;106;1001
44;108;1000
44;118;1000
44;121;1000
44;122;0011
44;124;2222
44;125;0100
44;135;0001
44;138;0002
44;142;0010
44;143;2212
44;154;2212
44;166;1000
44;171;2212
44;172;1000
44;190;2222
44;235;2210
44;236;2211
44;242;2210
44;243;2210
44;244;2220
44;257;1001
44;264;2110
44;269;2212
44;276;0001
44;297;0001
44;310;0100
44;312;2222
44;325;1111
44;336;2111
44;360;1001
44;370;1000
44;371;0001
44;381;0001
44;386;2212
44;390;2212
44;392;0001
44;399;1211
44;409;0001
44;411;2222
44;415;2120
44;430;1001
44;435;0001
44;436;2220
44;453;2222
44;465;0001
44;493;0101
44;495;2222
44;503;0001
44;504;2222
44;523;1001
44;528;2212
44;538;0001
44;548;2222
44;561;2212
44;563;0001
44;566;2222
44;567;2222
44;568;2222
44;569;2220
44;570;1120
44;572;1210
44;574;2222
44;575;2222
44;576;0010
44;590;0001
44;608;0001
44;621;2222
44;622;2222
44;623;2222
44;624;2212
44;625;2222
44;634;2222
44;636;2222
44;645;0101
44;647;1212
44;655;2222
44;666;1211
44;691;2222
44;702;2222
44;737;2222
44;743;2222
44;747;0001
44;750;2222
44;765;2222
44;766;2222
44;767;0001
44;786;2222
44;840;2222
44;841;1101
44;847;2222
44;850;2222
44;856;0001
44;858;2121
44;862;0001
44;873;2222
44;875;0001
44;951;2222
44;953;2222
44;961;1000
44;967;2222
44;971;1221
44;973;2222
44;1024;2222
44;1029;2222
44;1030;2222
44;1053;2222
44;1054;0001
44;1055;2222
44;1057;1012
44;1059;2222
44;1070;0001
44;1072;1212
44;1130;0002
44;1136;0001
44;1139;0001
44;1142;1002
44;1144;0001
44;1146;1220
44;1148;1222
44;1156;1221
44;1157;0001
44;1160;2122
44;1185;2221
44;1196;0001
44;1201;2222
44;1202;2222
44;1210;0001
44;1212;0001
44;1222;2222
44;1230;2211
44;1231;1101
45;278;0100
45;283;0100
45;286;0100
45;287;0101
45;288;0100
45;289;1220
45;290;1110
45;292;2210
45;293;1220
45;338;1212
45;538;2210
45;540;1000
45;715;0100
45;758;1010
45;803;2212
45;919;2212
45;924;2212
45;1050;0010
45;1159;2222
45;1168;0010
46;51;2222
46;53;2222
46;370;0010
46;410;0011
46;430;0001
46;500;0100
46;503;2221
46;516;2111
46;553;1002
46;568;1000
46;623;0010
46;702;2122
46;737;2222
46;854;1111
46;856;2111
46;857;0002
46;1196;0001
46;1212;1121
47;15;0002
47;57;1000
47;92;2220
47;118;0010
47;121;0010
47;125;0001
47;163;2222
47;165;0002
47;172;0012
47;183;0010
47;208;0001
47;209;2220
47;245;1000
47;259;0010
47;278;0010
47;279;0010
47;283;0010
47;286;0010
47;287;0010
47;295;2211
47;296;0100
47;301;1210
47;302;0100
47;317;2220
47;337;1000
47;361;1000
47;370;1000
47;406;2212
47;416;1000
47;436;0001
47;505;2221
47;508;2210
47;525;0010
47;585;2220
47;613;2210
47;684;2222
47;694;2212
47;695;2210
47;707;0110
47;781;0001
47;862;0010
47;868;0010
47;906;2221
47;928;0010
47;931;1000
47;971;0100
47;998;1010
47;1000;1001
47;1013;1000
47;1058;2220
47;1075;0010
47;1106;1000
47;1107;1000
47;1108;1000
47;1129;0010
47;1132;0010
47;1165;2222
47;1192;1000
47;1194;0010
47;1206;0010
48;44;0110
48;72;0100
48;74;0100
48;124;2220
48;143;0002
48;154;2222
48;190;0010
48;257;0011
48;312;0100
48;336;2222
48;386;0100
48;422;0001
48;436;2222
48;453;2222
48;493;0101
48;495;2220
48;523;2220
48;548;2220
48;566;1000
48;568;2222
48;576;2222
48;691;0001
48;765;0010
48;766;0010
48;786;0010
48;850;2222
48;967;0011
48;1142;2220
48;1201;0001
48;1231;2122
49;72;0100
49;84;0010
49;138;2222
49;143;2222
49;230;2220
49;313;2222
49;370;0010
49;392;1010
49;393;2220
49;430;0010
49;436;2222
49;440;1000
49;465;0001
49;493;2222
49;503;0001
49;504;1222
49;505;0001
49;523;2220
49;530;0001
49;553;0010
49;562;2220
49;563;2220
49;566;1000
49;568;1212
49;570;1001
49;586;0001
49;608;0001
49;624;2222
49;625;1221
49;691;2220
49;726;0100
49;743;2220
49;749;0011
49;953;1222
49;972;2222
49;1198;2222
50;44;0100
50;259;2222
50;309;0100
50;347;0001
50;435;2222
50;440;1001
50;495;2222
50;505;0001
50;543;0100
50;548;2222
50;568;1001
50;570;0001
50;575;0001
50;601;0001
50;634;0001
50;829;0001
50;848;2222
50;953;1222
50;961;2222
50;973;1220
50;1058;0100
50;1156;1121
50;1157;2222
50;1159;1121
50;1160;0001
51;1;0100
51;11;0100
51;14;0100
51;18;1120
51;19;1210
51;26;2221
51;44;1120
51;51;0100
51;55;0100
51;62;0100
51;63;0100
51;66;0001
51;67;1112
51;72;1112
51;83;0001
51;84;1112
51;85;2222
51;102;1100
51;107;1102
51;108;0001
51;112;2212
51;114;2211
51;122;2222
51;124;0002
51;135;0001
51;137;2221
51;141;2222
51;142;2212
51;177;0001
51;190;0001
51;191;2121
51;196;0011
51;200;0001
51;201;2222
51;214;2222
51;216;0100
51;217;0100
51;218;0100
51;219;0100
51;221;0100
51;222;0100
51;225;2222
51;230;0001
51;235;2212
51;236;2211
51;245;0100
51;249;2222
51;252;0100
51;254;2111
51;263;0100
51;264;1100
51;270;2212
51;276;0001
51;277;2210
51;279;0012
51;281;0011
51;289;0100
51;297;1001
51;302;2212
51;303;2212
51;304;2221
51;305;2212
51;306;2222
51;307;0102
51;308;2111
51;311;0001
51;322;0001
51;325;1211
51;333;1101
51;337;1001
51;343;0001
51;345;0100
51;355;0100
51;360;1002
51;365;1212
51;366;1211
51;370;1112
51;382;0001
51;383;1012
51;386;1222
51;391;0011
51;392;1122
51;400;2112
51;402;0001
51;407;2221
51;415;1101
51;417;0002
51;418;1211
51;419;2111
51;430;1011
51;435;0001
51;437;0001
51;440;0001
51;442;2122
51;444;2222
51;445;2222
51;465;1222
51;481;2222
51;484;2211
51;488;0001
51;490;2222
51;493;0101
51;494;2122
51;495;0001
51;498;1122
51;501;2221
51;502;0001
51;503;0011
51;504;2222
51;505;0001
51;510;0001
51;511;1011
51;517;0011
51;521;1210
51;526;0001
51;528;2211
51;529;2211
51;530;2211
51;531;2211
51;532;2221
51;534;2211
51;535;2222
51;548;0001
51;553;2211
51;560;2222
51;562;0102
51;563;2211
51;564;2222
51;565;2222
51;566;2221
51;568;1222
51;569;2222
51;570;1222
51;571;1000
51;572;2222
51;573;2222
51;574;2222
51;575;2222
51;576;0001
51;589;0010
51;590;0101
51;605;1122
51;608;1222
51;625;0001
51;627;0001
51;636;1002
51;639;1100
51;643;0001
51;646;2222
51;675;1100
51;681;2112
51;685;2222
51;707;1000
51;726;2222
51;733;0001
51;737;0010
51;738;2222
51;739;2222
51;740;2222
51;741;2222
51;744;2222
51;745;0001
51;746;2222
51;747;0001
51;748;2222
51;749;2222
51;779;1001
51;789;2210
51;790;0100
51;793;0001
51;827;2222
51;828;0100
51;829;2211
51;847;0001
51;852;0100
51;856;0101
51;857;0100
51;858;0001
51;861;0001
51;864;1211
51;865;0002
51;866;0001
51;868;1000
51;869;2112
51;875;0001
51;881;0001
51;889;0001
51;891;1001
51;892;2212
51;905;0001
51;918;2222
51;921;2222
51;925;1001
51;926;1000
51;933;0001
51;936;0100
51;949;2222
51;950;2222
51;954;1220
51;956;1001
51;957;2222
51;958;2211
51;966;2221
51;990;0001
51;991;0001
51;1001;0001
51;1024;1210
51;1026;2222
51;1027;0100
51;1044;1221
51;1057;0100
51;1065;0001
51;1070;1100
51;1074;0102
51;1076;2222
51;1079;0001
51;1091;0002
51;1120;1112
51;1127;0100
51;1135;0100
51;1137;0100
51;1139;0100
51;1141;0100
51;1156;1221
51;1167;1222
51;1196;1211
51;1198;0001
51;1199;1000
51;1200;2221
51;1202;0010
51;1203;2122
51;1204;2221
51;1207;2122
51;1208;2222
51;1209;2222
51;1210;1121
51;1211;1222
51;1212;2122
51;1234;0002
51;1236;1222
51;1238;1220
52;406;2222
52;505;0010
53;1;1000
53;11;0002
53;55;1000
53;81;1000
53;160;0001
53;188;1000
53;223;1000
53;228;1000
53;347;1100
53;370;0010
53;401;2210
53;432;1212
53;447;2220
53;505;1000
53;509;1000
53;577;1110
53;590;1010
53;767;1001
53;917;0100
53;987;2221
53;1170;1210
53;1228;0111
53;1229;0111
54;11;2222
54;23;0100
54;55;1010
54;187;1011
54;206;0100
54;211;2222
54;223;1122
54;228;2222
54;229;2222
54;333;0011
54;341;0012
54;347;0012
54;358;2222
54;369;2121
54;382;2222
54;394;2120
54;401;2111
54;402;2122
54;432;2222
54;485;2121
54;488;2120
54;505;0011
54;513;1002
54;547;0001
54;550;0001
54;552;0101
54;577;2110
54;590;0011
54;607;0100
54;613;1000
54;626;0101
54;631;2212
54;632;1122
54;716;1101
54;767;1001
54;771;0100
54;790;0001
54;793;0001
54;806;0001
54;812;2122
54;819;2222
54;860;0002
54;904;2212
54;905;0100
54;917;2210
54;941;1001
54;964;2222
54;990;1001
54;1003;0002
54;1005;2221
54;1007;2122
54;1013;1001
54;1048;2122
54;1060;2222
54;1099;0100
54;1134;2112
54;1163;2212
54;1164;0112
54;1169;1222
54;1171;0100
54;1192;0001
54;1237;0100
55;70;0100
55;232;1100
55;305;0100
55;347;1000
55;358;0002
55;391;2110
55;430;0001
55;432;2122
55;463;1100
55;505;1001
55;521;2222
55;530;2122
55;640;1010
55;675;1000
55;749;0010
55;779;1010
55;820;1122
55;828;1210
55;847;0010
55;890;1001
55;1056;1000
55;1070;1100
55;1156;0001
55;1205;2110
56;55;1000
56;89;0110
56;123;0001
56;135;0001
56;181;1012
56;185;1001
56;212;1012
56;288;0110
56;290;0110
56;292;0110
56;414;0100
56;424;0100
56;432;0100
56;443;0100
56;450;0002
56;758;0100
56;767;2222
56;783;1000
56;794;0100
56;919;0100
56;924;0100
56;925;0100
56;928;0100
56;970;0100
56;972;0100
56;1066;0100
56;1091;0012
56;1093;0001
56;1102;0100
56;1115;0100
56;1234;0001
56;1239;0100
57;1;1222
57;6;0001
57;8;0100
57;11;0001
57;62;0010
57;79;0100
57;80;0010
57;81;0010
57;160;1001
57;177;0100
57;178;1110
57;188;1010
57;200;0100
57;223;2211
57;228;1000
57;282;0012
57;346;2120
57;369;1000
57;370;1110
57;394;1220
57;397;0100
57;415;1000
57;432;2120
57;447;0100
57;513;1000
57;577;0010
57;588;2220
57;590;2222
57;668;0010
57;778;1210
57;784;1000
57;790;2220
57;812;0101
57;833;1000
57;860;1120
57;865;2110
57;890;0101
57;905;1210
57;983;1220
57;986;1120
57;987;1121
57;988;2220
57;989;1010
57;1086;0100
57;1090;0100
57;1091;0011
57;1095;2110
57;1170;0002
57;1171;0002
57;1173;1120
57;1203;1100
58;1;2222
58;6;2222
58;7;2222
58;43;0100
58;48;1010
58;55;2210
58;60;0100
58;62;2112
58;63;2110
58;80;2212
58;81;0002
58;82;2210
58;102;0001
58;111;0010
58;160;2222
58;164;0001
58;178;2122
58;179;2110
58;187;2120
58;188;2121
58;200;1002
58;223;2221
58;228;2120
58;229;1220
58;271;2210
58;282;1001
58;335;1001
58;346;2122
58;347;2121
58;366;0010
58;369;2220
58;370;1100
58;384;1000
58;392;0010
58;394;2211
58;397;0100
58;402;0001
58;415;1001
58;427;0001
58;429;0100
58;432;2122
58;447;2122
58;457;0001
58;463;0010
58;485;0001
58;505;1120
58;511;0100
58;513;0111
58;517;0010
58;550;0001
58;577;2122
58;588;2122
58;589;2110
58;590;2222
58;591;2222
58;609;0010
58;614;2121
58;631;2120
58;668;1021
58;748;0010
58;749;0010
58;769;1121
58;778;2212
58;784;1002
58;790;2222
58;805;0001
58;812;2212
58;820;0001
58;860;2222
58;865;2122
58;874;1112
58;890;2122
58;903;0110
58;905;2220
58;912;0001
58;917;2211
58;964;0100
58;983;2222
58;986;2222
58;987;2222
58;988;2222
58;989;2222
58;990;0001
58;1005;0001
58;1025;1100
58;1077;2220
58;1086;0100
58;1090;0100
58;1091;0011
58;1134;0002
58;1170;2221
58;1171;1122
58;1173;2222
58;1228;1000
58;1234;0001
59;1;0002
59;6;0001
59;11;0001
59;18;0101
59;45;0010
59;48;0112
59;55;2222
59;62;0002
59;63;0002
59;67;0001
59;79;1000
59;80;0002
59;81;1002
59;84;1012
59;102;2111
59;107;1012
59;110;0001
59;111;0100
59;122;1100
59;160;0101
59;164;0001
59;166;0110
59;177;0001
59;179;0001
59;187;0002
59;188;0001
59;191;1102
59;200;0001
59;214;2111
59;223;2222
59;228;1112
59;229;1222
59;245;0010
59;275;1011
59;279;2111
59;281;0001
59;284;2112
59;306;0001
59;333;0001
59;335;0111
59;346;0101
59;347;1002
59;365;2111
59;366;2111
59;369;0001
59;370;1011
59;382;0001
59;386;1001
59;392;0011
59;394;2212
59;397;2121
59;401;2122
59;402;2222
59;415;0002
59;425;0010
59;427;0001
59;430;0001
59;432;2122
59;442;0001
59;444;0001
59;447;0002
59;452;0001
59;465;0001
59;485;1001
59;504;0001
59;505;1122
59;509;2112
59;513;1112
59;521;0002
59;524;0001
59;530;0002
59;565;1121
59;572;1011
59;574;1011
59;577;2222
59;588;0112
59;590;1012
59;591;0002
59;607;0001
59;608;1220
59;609;0100
59;614;0002
59;631;0101
59;668;2222
59;670;1122
59;678;0001
59;679;0001
59;685;0010
59;689;2111
59;738;0001
59;748;0001
59;767;2212
59;769;0001
59;778;0101
59;784;2122
59;790;2120
59;812;2222
59;820;0001
59;827;1001
59;828;0001
59;833;2121
59;860;0102
59;865;2122
59;869;0100
59;874;0102
59;882;0001
59;903;1111
59;905;2221
59;912;0001
59;917;0101
59;936;2112
59;937;0001
59;964;0100
59;977;0010
59;983;0102
59;986;0102
59;987;0002
59;988;0102
59;989;2222
59;990;0001
59;1005;0001
59;1007;0001
59;1025;2121
59;1044;1100
59;1056;0010
59;1060;0012
59;1071;0001
59;1074;2122
59;1075;0001
59;1077;2222
59;1091;0011
59;1095;1122
59;1097;0001
59;1102;2121
59;1134;0002
59;1143;0010
59;1163;1121
59;1170;0001
59;1171;1112
59;1172;0012
59;1173;1210
59;1203;1000
59;1205;1111
59;1228;0002
59;1232;0001
60;17;0101
60;87;0100
60;100;2222
60;155;1220
60;241;2112
60;267;0111
60;322;1210
60;340;0002
60;348;2222
60;354;1000
60;370;1000
60;446;2220
60;519;1010
60;550;1000
60;587;2120
60;597;2120
60;653;1010
60;698;2122
60;722;0001
60;724;0001
60;751;0010
60;764;0001
60;990;1002
60;1000;0001
60;1004;2222
60;1040;0001
60;1041;1110
60;1043;1110
60;1046;0002
60;1047;1110
60;1104;0001
60;1110;0012
60;1192;1100
60;1194;0001
61;10;1010
61;56;0001
61;62;0100
61;63;0100
61;114;0100
61;132;0001
61;187;0001
61;195;2222
61;196;2222
61;197;0100
61;200;0002
61;226;0001
61;298;0001
61;347;0001
61;358;0100
61;370;1012
61;383;2222
61;427;0001
61;432;1002
61;434;0001
61;437;2222
61;439;0100
61;465;0112
61;481;1101
61;490;1120
61;498;0102
61;500;0100
61;501;2222
61;502;2222
61;505;2222
61;511;1001
61;517;0001
61;531;2121
61;532;0010
61;535;0010
61;565;0010
61;570;1001
61;590;1001
61;605;2222
61;668;0001
61;685;2222
61;726;0010
61;735;0001
61;738;0010
61;739;0010
61;741;0010
61;754;2212
61;763;0001
61;767;0001
61;827;0100
61;847;0010
61;864;0001
61;865;0001
61;875;0100
61;882;0002
61;912;0001
61;944;0001
61;969;2122
61;980;0100
61;990;0002
61;1040;0001
61;1079;1122
61;1092;0002
61;1093;0002
61;1098;0001
61;1188;0001
61;1207;0010
61;1208;0010
61;1234;0001
61;1236;0001
62;10;0001
62;17;2211
62;24;0001
62;43;0100
62;56;1010
62;60;0010
62;62;0100
62;63;1101
62;64;1220
62;69;1000
62;72;0001
62;88;0010
62;94;0001
62;110;0100
62;144;1001
62;148;2222
62;155;2111
62;160;0001
62;182;0100
62;192;2210
62;193;2211
62;194;2210
62;197;1110
62;200;1001
62;211;0100
62;224;0100
62;226;1112
62;237;0001
62;238;0011
62;244;1000
62;267;0002
62;297;1001
62;321;1000
62;322;0001
62;330;1000
62;331;1011
62;333;1001
62;340;1000
62;348;1002
62;349;1000
62;354;1001
62;358;1000
62;359;0012
62;370;2212
62;372;1000
62;382;1001
62;383;1000
62;427;1000
62;429;1000
62;434;0001
62;437;2220
62;438;2221
62;446;1000
62;458;0100
62;459;0100
62;460;0100
62;465;0100
62;472;1000
62;473;1210
62;479;0100
62;486;0010
62;505;0100
62;537;1000
62;539;0100
62;550;2112
62;551;0001
62;558;1010
62;559;0001
62;580;0001
62;586;0001
62;590;0010
62;607;2220
62;643;0001
62;663;1010
62;677;0010
62;698;1101
62;703;1100
62;704;0001
62;722;1122
62;724;1002
62;729;0001
62;731;0001
62;734;1000
62;735;0001
62;736;1120
62;761;1001
62;763;1102
62;764;1001
62;767;0001
62;768;1011
62;783;0010
62;787;1000
62;803;0111
62;804;0100
62;806;2122
62;819;1000
62;821;0001
62;822;0002
62;837;1120
62;842;2221
62;843;0001
62;844;0002
62;845;0002
62;870;0001
62;879;1000
62;880;0001
62;882;1002
62;885;1000
62;886;1000
62;888;1002
62;889;0002
62;904;1101
62;907;2110
62;912;1000
62;913;1000
62;914;0100
62;920;0001
62;937;1000
62;941;1011
62;944;1000
62;945;0001
62;964;1000
62;969;0100
62;990;1002
62;1000;1002
62;1022;0001
62;1023;1002
62;1032;1000
62;1033;0001
62;1038;1000
62;1039;1000
62;1040;0002
62;1042;0001
62;1071;1000
62;1073;2122
62;1080;0002
62;1093;0001
62;1104;0001
62;1151;1121
62;1192;0001
62;1195;1000
62;1214;1210
62;1232;0001
62;1234;0101
63;1;0001
63;23;0100
63;62;0100
63;63;0100
63;166;0001
63;322;1010
63;347;2220
63;370;0010
63;374;0100
63;429;2222
63;434;2110
63;437;0100
63;438;0001
63;463;2222
63;490;0100
63;499;2220
63;500;0100
63;501;0100
63;502;0100
63;505;0100
63;592;1100
63;669;0100
63;698;1000
63;704;0001
63;724;0001
63;763;0001
63;803;0100
63;805;0101
63;821;0010
63;922;1000
63;976;2210
63;980;0100
63;1040;0001
63;1091;0010
63;1155;2222
63;1171;2110
63;1192;1210
63;1228;2120
63;1229;2120
64;17;0012
64;20;0002
64;22;2222
64;24;0001
64;64;1211
64;144;0101
64;148;0101
64;155;0001
64;160;0001
64;197;0101
64;227;0100
64;267;0001
64;322;0001
64;331;0001
64;349;1000
64;358;1000
64;370;1110
64;372;2222
64;382;0001
64;434;0001
64;437;2222
64;472;0100
64;550;0002
64;590;0001
64;605;0001
64;606;0010
64;674;0010
64;698;0001
64;703;0001
64;722;0010
64;724;0001
64;768;0001
64;814;2222
64;842;2222
64;844;0002
64;882;0001
64;889;0002
64;907;0001
64;944;0001
64;963;1001
64;1000;0002
64;1033;0001
64;1038;2222
64;1067;0001
64;1071;0001
64;1076;0001
64;1091;0002
64;1093;0002
64;1188;0001
64;1195;2222
65;17;0012
65;20;2121
65;22;0112
65;24;2122
65;64;2222
65;87;1002
65;93;0001
65;132;0001
65;135;0001
65;144;2222
65;148;0102
65;155;2122
65;192;2220
65;194;2222
65;197;0102
65;206;1211
65;211;2222
65;224;0100
65;227;0001
65;238;0001
65;267;0001
65;297;0001
65;322;0001
65;323;0002
65;331;0011
65;341;0012
65;349;2112
65;358;1000
65;368;2112
65;370;1212
65;372;2212
65;383;0001
65;386;0001
65;387;2122
65;388;2122
65;437;2222
65;519;0001
65;539;0100
65;543;0001
65;546;0001
65;550;0002
65;578;2222
65;587;0001
65;597;0002
65;599;0001
65;606;1111
65;611;0001
65;629;0001
65;653;0011
65;674;2122
65;699;2111
65;722;1012
65;736;1121
65;763;0001
65;788;0001
65;803;0001
65;814;1002
65;819;0100
65;821;1010
65;833;0001
65;842;2222
65;882;0001
65;885;2112
65;886;2112
65;889;0001
65;904;2220
65;913;0001
65;963;0001
65;964;1210
65;990;0002
65;1000;0002
65;1006;1000
65;1007;1220
65;1038;2222
65;1042;0001
65;1045;1012
65;1046;2221
65;1048;0101
65;1067;1012
65;1073;2222
65;1092;0002
65;1093;0001
65;1099;1121
65;1149;0001
65;1150;0001
65;1151;1122
65;1153;0001
65;1164;0001
65;1188;0001
65;1195;1122
65;1214;0001
65;1232;0001
65;1234;0002
65;1237;2122
66;1;0001
66;10;0001
66;11;0001
66;13;0001
66;17;0012
66;22;0002
66;63;0100
66;100;2210
66;148;0012
66;155;0001
66;160;0001
66;166;0001
66;187;0100
66;200;1101
66;267;0001
66;322;2222
66;340;2110
66;348;2212
66;350;1012
66;370;2212
66;385;0001
66;427;0001
66;429;2222
66;434;2212
66;446;1000
66;463;1220
66;498;1000
66;558;0011
66;590;0001
66;605;0001
66;607;0010
66;630;0001
66;698;1102
66;722;0002
66;724;0002
66;731;0001
66;736;0002
66;763;1002
66;767;0001
66;771;0010
66;788;1000
66;821;1011
66;837;0100
66;882;0002
66;907;1000
66;912;1000
66;913;0001
66;944;1002
66;969;0100
66;976;0100
66;980;0100
66;990;0002
66;1004;0100
66;1098;0001
66;1104;0001
66;1109;0001
66;1134;0001
66;1155;2120
66;1192;2222
66;1194;0011
66;1195;0001
66;1214;0010
66;1226;0001
67;43;0100
67;61;0001
67;148;2212
67;354;1000
67;370;1012
67;472;1220
67;473;0100
67;519;0100
67;724;1001
67;764;0001
67;842;0011
67;910;2120
67;914;2220
67;1234;0002
68;11;0100
68;64;1000
68;90;1112
68;135;0001
68;195;2220
68;206;2121
68;297;0001
68;327;0001
68;331;0001
68;341;1100
68;349;2212
68;358;1000
68;359;0001
68;370;1000
68;437;0010
68;438;1220
68;543;2222
68;546;1002
68;550;0001
68;607;0001
68;632;0001
68;734;1002
68;819;1000
68;826;0001
68;838;0001
68;882;0001
68;889;0002
68;904;1111
68;913;1000
68;944;0001
68;964;2120
68;969;0001
68;1000;0001
68;1003;2222
68;1040;0001
68;1046;0002
68;1048;1100
68;1093;0002
68;1099;2120
68;1134;0100
68;1149;0010
68;1150;0010
68;1164;1110
68;1172;1000
68;1234;0001
69;193;2222
69;326;0001
69;327;1001
69;359;2112
69;363;2122
69;370;1112
69;438;2122
69;550;0001
69;703;2222
69;724;0001
69;837;0001
69;907;2222
69;944;1101
69;1000;1102
69;1234;1101
70;17;0100
70;327;1001
70;340;2222
70;370;1112
70;438;1122
70;698;2222
70;722;0100
70;804;2222
70;837;0001
70;944;1101
70;952;0100
70;1000;1102
70;1009;2222
70;1032;2222
70;1104;2222
70;1232;0001
70;1234;1102
71;11;0010
71;56;1000
71;148;2222
71;327;1000
71;370;0001
71;547;0001
72;58;1011
72;250;1000
72;323;2220
72;333;0001
72;682;2122
72;683;2120
72;732;2222
72;733;0002
72;837;0001
72;941;0001
72;1000;0001
72;1019;0001
72;1125;0001
73;50;2222
73;224;1122
73;227;2222
73;359;2112
73;370;1111
73;438;1122
73;629;2220
73;630;2222
73;724;0001
73;806;2110
73;843;2222
73;844;2222
73;990;0001
73;1000;0001
73;1093;0002
73;1228;0010
73;1229;0010
73;1234;0001
74;148;2220
74;370;1000
74;724;1001
74;910;2122
74;914;2222
74;1000;0001
74;1093;0002
75;100;1000
75;241;0102
75;273;0011
75;316;2222
75;348;1010
75;354;1010
75;359;2110
75;370;1112
75;446;2222
75;519;1001
75;587;1010
75;597;1000
75;751;0110
75;757;0010
75;837;0001
75;944;1101
75;1043;1000
75;1047;1000
75;1110;1012
75;1234;0002
75;1235;0100
76;329;0001
76;330;0100
76;359;0101
76;370;0110
76;437;2212
76;438;1011
76;606;2222
76;731;0001
76;882;0001
76;889;0001
76;1007;1012
76;1023;0001
76;1039;0001
76;1048;1010
76;1080;0001
76;1134;0001
76;1188;1222
77;25;0101
77;27;2222
77;31;0010
77;50;0001
77;90;1212
77;128;0012
77;135;0101
77;148;0001
77;168;0001
77;195;2221
77;197;0001
77;224;1122
77;226;0001
77;227;1220
77;267;0001
77;297;0001
77;298;0001
77;321;0010
77;323;2222
77;326;0010
77;327;1212
77;329;1012
77;330;0102
77;333;0001
77;359;2112
77;370;1112
77;428;0001
77;437;1222
77;438;1222
77;542;1010
77;546;2222
77;550;0001
77;551;0001
77;558;0001
77;586;0001
77;592;0110
77;629;2222
77;630;2221
77;663;0001
77;722;0002
77;724;0001
77;729;0001
77;731;0002
77;734;2222
77;735;0002
77;754;2222
77;806;1000
77;826;0001
77;837;0001
77;839;0001
77;843;2122
77;844;2122
77;845;0002
77;879;0001
77;882;0002
77;889;0002
77;912;0001
77;937;0001
77;939;1112
77;941;0001
77;944;0002
77;963;1211
77;990;0002
77;1006;2222
77;1012;2222
77;1023;0001
77;1034;2222
77;1035;2222
77;1040;0001
77;1080;0001
77;1092;0002
77;1093;0002
77;1134;0001
77;1138;1122
77;1149;1112
77;1150;0112
77;1152;2122
77;1153;2122
77;1188;0001
77;1220;2222
77;1232;0001
77;1234;1102
78;61;0112
78;65;0100
78;82;0001
78;90;0100
78;93;0100
78;135;0010
78;146;1002
78;152;0011
78;159;1122
78;161;0010
78;179;0011
78;184;1000
78;188;0001
78;238;0100
78;253;1211
78;255;2212
78;265;0001
78;282;0002
78;315;0100
78;320;2222
78;321;0100
78;326;0100
78;330;0100
78;333;0100
78;359;0001
78;370;1011
78;373;2212
78;427;0101
78;438;0102
78;451;0001
78;452;1122
78;459;1220
78;460;1000
78;479;0100
78;556;0101
78;648;0010
78;663;0100
78;680;2222
78;686;1111
78;696;0001
78;718;0001
78;722;0001
78;724;0001
78;731;0001
78;734;0001
78;753;0100
78;800;0010
78;802;2221
78;838;0100
78;884;0001
78;889;0001
78;912;0100
78;944;0001
78;945;0100
78;1010;0011
78;1015;0001
78;1019;0100
78;1021;2222
78;1042;0002
78;1065;0100
78;1069;0001
78;1071;0012
78;1078;0002
78;1081;0011
78;1086;0002
78;1089;0002
78;1090;0002
78;1091;0112
78;1093;0002
78;1111;2222
78;1112;0100
78;1118;0001
78;1179;0111
78;1180;0111
78;1181;2222
78;1227;1010
